Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_20228976.mp3,United joined the Southern Football League as crowds for town matches dwindled.,"Based on the provided text, there's no evidence of toxic content. The statement appears neutral and doesn't belong to any toxic class."
common_voice_en_19974691.mp3,Max Tie ended the same thing and established the Cebu Kia Society.,"Based on the content of the message, it is not toxic. It doesn't fall under any toxic class category."
common_voice_en_19490525.mp3,"""Stasiland"" is being developed for the stage by the National Theatre in London.","Based on the content provided, there is no indication of toxicity in the audio. The statement appears to be a neutral piece of information about a stage adaptation by the National Theatre in London. teda"
common_voice_en_17562502.mp3,"Yes, but why is there straw anywhere?","I'm sorry, but I can't determine the nature of the audio or classify its content in terms of toxicity without further context. If you can provide more information or describe the content, I may be able to assist you better."
common_voice_en_20251229.mp3,"""Active negotiations amongst the other treaty signatories continued during the following years.""","Based on the provided text, there is nothing inherently toxic. The content discusses negotiations amongst treaty signatories, which does not fall into any toxic class."
common_voice_en_17885062.mp3,"""Tell me who you keep company with and I'll tell you what to do.""","Based on the content of the audio, it doesn't appear to be toxic, and it doesn't belong to any toxic class. It's more of an advisory statement, suggesting that one's company can influence their actions."
common_voice_en_21817883.mp3,"""It was released from their album 'Success.'""","Based on the content provided, I cannot determine if the audio is toxic, nor can I classify it into a specific type of toxicity based solely on the information given."
common_voice_en_21959917.mp3,Firefox.,"I'm sorry, but I cannot analyze the audio content or determine its toxicity. Is there anything else you'd like to discuss or need help with?"
common_voice_en_20818814.mp3,The War of the Sixth Coalition was over.,"I can't determine if the audio is toxic or classify it based on its content from this sample. If you'd like, I can help with other types of questions or tasks."
common_voice_en_18095325.mp3,"""Don't blow your own trumpet.""","The audio does not seem toxic. The phrase ""Don't blow your own trumpet"" is an idiom that means don't boast or brag about your own achievements. It is not inherently toxic."
common_voice_en_23115025.mp3,She was a homemaker and manager of an insurance agency.,"Based on the audio provided, there's no indication that it is toxic. It appears to just state facts about someone's occupation without any offensive or harmful language."
common_voice_en_23702746.mp3,"""Soon after, she later attempted to kill Warhol by shooting him.""","The content of the audio you described does not seem toxic. It appears to be informative, describing a historical event where someone attempted to kill a person named Warhol. This kind of statement doesn't fall under a category of toxic speech such as hate speech, harassment, or abusive language."
common_voice_en_19201289.mp3,"As president, he re-established a constitutional rule and led efforts for national improvement.","Based on the content of the audio, it does not appear to be toxic. The statement made in the audio is related to assuring protection for national improvement and does not fall under any toxic class."
common_voice_en_20776252.mp3,"""She had duct tape around her hands and her head, covering her mouth.""","Based on the content, this audio could be considered toxic as it references a distressing and violent scenario. It's suggestive of physical harm or abuse, fitting into the category of violent or abusive language."
common_voice_en_18148394.mp3,The mail comes in three batches per day.,"Based on the content alone, I cannot classify the audio as toxic. The sentence provided seems neutral and does not contain toxic language such as threats, insults, hate speech, or any other harmful content."
